paper_rank,token,token_profile,network_window,period_set_id,period_id,period_label,period_sort_order,period_start_date,period_end_date,pair_id,focus_a_norm,focus_a_label,focus_b_norm,focus_b_label,candidate_scope,neighbor_scope,topn,pair_count_mode,comparison_type,comparison_id,robust_topn,robust_min_metrics,robust_score,robust_class,included_metrics,log_odds_z,log_likelihood,log_ratio,chi_square,tfidf,rank_positive,rank_log_likelihood,rank_log_ratio,rank_chi_square,rank_tfidf,count_period,count_ref,rate_period,rate_ref,edge_a,edge_b,shared_strength,period_keyness_log_odds_z,period_keyness_rank_positive,dominant_pos,dict_lv1,dict_lv2
1,籌備,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲政,lixian,立憲,xianzheng,憲政,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,13.919258273052852,549.1162201200789,9.699236227974623,425.1312664633297,0.09031203125523976,1,1,1,1,1,333.0,0.0,0.053339740509370494,0.0,333.0,907.0,0.010457885811192764,43.176316826648566,2.0,VC,nan,nan
2,前途,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲政,lixian,立憲,xianzheng,憲政,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,8.163102531925697,190.60606402341688,8.194210223355038,147.05046107238007,0.031731254224813966,3,2,2,4,5,117.0,0.0,0.01874098990869774,0.0,117.0,181.0,0.003674392312040701,10.37084291440744,188.0,Na,nan,nan
3,諮議局,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲政,lixian,立憲,xianzheng,憲政,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,7.876008058656914,177.4943008023791,8.09248033639121,136.91696722319656,0.02956159581627968,4,4,3,5,7,109.0,0.0,0.017459554701265416,0.0,150.0,109.0,0.004710759374411155,20.090356775314262,31.0,Nc,nan,nan
4,事宜,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲政,lixian,立憲,xianzheng,憲政,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,7.386752238980886,156.2125627644769,7.910150314058118,120.47486779679168,0.026035900902411462,5,6,4,7,9,96.0,0.0,0.015377222489187891,0.0,96.0,219.0,0.003014885999623139,30.659590196830894,6.0,Na,nan,nan
5,實行,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲政,lixian,立憲,xianzheng,憲政,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,11.12225013278937,153.9927430157074,1.8008282924522898,151.58647111563607,0.050296331891718726,2,7,22,3,2,314.0,112.0,0.050296331891718726,0.014394036756201002,550.0,314.0,0.015703925981495375,14.79983972672136,68.0,VC,nan,nan
6,地方自治,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲政,lixian,立憲,xianzheng,憲政,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,7.069524824383338,143.13138294014541,7.785298826873035,110.37189978838296,0.023866242493877175,6,8,5,8,11,88.0,0.0,0.014095787281755567,0.0,172.0,88.0,0.004401100275068767,20.185056453666768,30.0,Na,concept,institutional_principle
7,自治,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲政,lixian,立憲,xianzheng,憲政,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,6.988047999943441,139.8629030933405,7.752321504426762,107.84796991284277,0.0233238278917436,7,9,6,9,13,86.0,0.0,0.013775428479897486,0.0,139.0,86.0,0.004301075268817204,2.8147907610995,2329.0,VA,nan,nan
8,基礎,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲政,lixian,立憲,xianzheng,憲政,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,6.946963277661232,138.2289352025457,7.735545791675936,106.58627657955029,0.023052620590676816,8,10,7,10,14,85.0,0.0,0.013615249078968444,0.0,184.0,85.0,0.0042510627656914225,4.475295867191052,1080.0,Na,nan,nan
9,辦法,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲政,lixian,立憲,xianzheng,憲政,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,6.864080472151134,134.96154327389445,7.70139756926409,104.06343292709627,0.022510205988543246,9,11,8,11,15,83.0,0.0,0.013294890277110364,0.0,84.0,83.0,0.0026380252496702467,10.878041640829563,160.0,Na,nan,nan
10,地方,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲政,lixian,立憲,xianzheng,憲政,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,6.522365974593539,121.89922071239633,7.556098016115117,93.9792927961746,0.020340547580008955,10,13,9,12,21,75.0,0.0,0.012013455069678039,0.0,91.0,75.0,0.0028578606871427674,6.7748687462081625,494.0,Na,nan,nan
11,敎育,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲政,lixian,立憲,xianzheng,憲政,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,6.522365974593539,121.89922071239633,7.556098016115117,93.9792927961746,0.020340547580008955,11,14,10,13,22,75.0,0.0,0.012013455069678039,0.0,137.0,75.0,0.0037509377344336083,7.046205098382027,454.0,Na,nan,nan
12,諭旨,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲政,lixian,立憲,xianzheng,憲政,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,6.522365974593539,121.89922071239633,7.556098016115117,93.9792927961746,0.020340547580008955,12,15,11,14,23,75.0,0.0,0.012013455069678039,0.0,94.0,75.0,0.0029520758746309906,18.655010129376045,35.0,Na,nan,nan
13,官制,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲政,lixian,立憲,xianzheng,憲政,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,6.478423036660885,120.26724477303097,7.536861797252199,92.71958851691673,0.02006934027894217,13,16,12,15,25,74.0,0.0,0.011853275668748999,0.0,169.0,74.0,0.003700925231307827,28.888644826102524,8.0,Na,nan,nan
14,辦理,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲政,lixian,立憲,xianzheng,憲政,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,6.344820901619989,115.3724017807546,7.477564613568427,88.94155906274169,0.01925571837574181,14,17,13,16,27,71.0,0.0,0.011372737465961878,0.0,71.0,166.0,0.00222975943722128,30.41799547537565,7.0,VC,nan,nan
15,財政,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲政,lixian,立憲,xianzheng,憲政,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,6.299674847024702,113.74114891775838,7.457244629188831,87.68257690981679,0.018984511074675022,15,18,14,17,29,70.0,0.0,0.011212558065032836,0.0,70.0,85.0,0.0021983543747252057,12.213894978248256,124.0,Na,nan,nan
16,九,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲政,lixian,立憲,xianzheng,憲政,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,6.208424721508048,110.4791851400568,7.415725359750565,85.16515386886509,0.018442096472541452,16,19,15,18,30,68.0,0.0,0.010892199263174756,0.0,118.0,68.0,0.0034008502125531383,15.643155276320163,61.0,Neu,nan,nan
17,設立,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲政,lixian,立憲,xianzheng,憲政,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,6.208424721508048,110.4791851400568,7.415725359750565,85.16515386886509,0.018442096472541452,17,20,16,19,31,68.0,0.0,0.010892199263174756,0.0,68.0,90.0,0.002135544249733057,23.55965476747317,17.0,VC,nan,nan
18,學堂,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲政,lixian,立憲,xianzheng,憲政,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,5.477079665874385,86.03745736956594,7.059160263191185,66.30745518224273,0.014373986956539662,18,24,17,24,36,53.0,0.0,0.008489508249239148,0.0,76.0,53.0,0.0023867847497016518,15.703474266090776,56.0,Nc,nan,nan
19,心,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲政,lixian,立憲,xianzheng,憲政,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,5.477079665874385,86.03745736956594,7.059160263191185,66.30745518224273,0.014373986956539662,19,25,18,25,37,53.0,0.0,0.008489508249239148,0.0,80.0,53.0,0.0025124049996859492,13.82346741118866,78.0,Na,nan,nan
20,圖,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲政,lixian,立憲,xianzheng,憲政,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,5.424900252908704,84.40945000468244,7.031938794456161,65.05171492615675,0.014102779655472875,20,26,19,26,38,52.0,0.0,0.008329328848310107,0.0,74.0,52.0,0.0023239746247095032,7.005550793595626,459.0,Na,nan,nan
1,君主,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲法,lixian,立憲,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,10.676694060935043,341.1262161589437,9.298485416062583,317.1774275378368,0.05587573198304139,2,1,1,1,3,149.0,0.0,0.03300110741971207,0.0,288.0,149.0,0.009044657998869417,22.30077624851656,23.0,Na,nan,nan
2,權,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲法,lixian,立憲,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,8.853702113300901,235.0826319278492,8.767970699363802,218.53237570683424,0.038625506001699755,3,3,2,2,4,103.0,0.0,0.022812846068660023,0.0,103.0,105.0,0.00323472143709566,3.4743319855272023,1703.0,Nb,nan,nan
3,頒布,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲法,lixian,立憲,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,8.270038361767233,205.2329326895761,8.574329628947682,190.7724684046814,0.03375044213740755,4,4,3,3,5,90.0,0.0,0.019933554817275746,0.0,90.0,150.0,0.002826455624646693,13.540192655634312,86.0,VC,nan,nan
4,議院,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲法,lixian,立憲,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,8.034758168595786,193.76617014088976,8.492336256750376,180.10936848157496,0.031875417574218246,5,5,4,4,8,85.0,0.0,0.018826135105204873,0.0,85.0,125.0,0.0026694303121663214,24.912426891186268,13.0,Nc,nan,nan
5,問題,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲法,lixian,立憲,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,7.743360977303404,180.01621758192022,8.387366697148833,167.32374200654604,0.02962538809839107,6,6,5,6,9,79.0,0.0,0.01749723145071982,0.0,91.0,79.0,0.0028578606871427674,-32.0330207042615,12138.0,Na,nan,nan
6,國,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲法,lixian,立憲,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,12.364661984114312,161.4188437955617,1.1264783795027382,172.24658547446288,0.11251384274640089,1,7,12,5,1,508.0,490.0,0.11251384274640089,0.05153012935114103,930.0,508.0,0.02920670812134916,17.127745017184868,48.0,Nc,nan,nan
7,宣布,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲法,lixian,立憲,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,6.3929326251563365,122.84365659274691,7.842668066641403,114.16851430569065,0.02025026528244453,7,8,6,8,19,54.0,0.0,0.011960132890365448,0.0,132.0,54.0,0.0041454682494818165,0.1977989593255777,5110.0,VE,nan,nan
8,制度,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲法,lixian,立憲,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,6.272721408589893,118.2781099360419,7.7887292595306,109.92431361695071,0.019500255457168804,8,9,7,9,20,52.0,0.0,0.011517165005537098,0.0,119.0,52.0,0.00373720243703285,-5.210272283108653,11672.0,Na,nan,nan
9,政體,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲法,lixian,立憲,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,5.897752866101171,104.58878673826142,7.613642552972508,97.19899877469214,0.017250225981341637,10,10,8,10,25,46.0,0.0,0.010188261351052049,0.0,450.0,46.0,0.003863598185788678,21.47000632973053,25.0,Na,nan,nan
10,精神,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲法,lixian,立憲,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,5.56643899226953,93.18939048315853,7.449523173211402,86.6029119206529,0.015375201418152329,12,11,9,11,32,41.0,0.0,0.009080841638981174,0.0,106.0,41.0,0.003328936624583883,-7.876233425822347,11946.0,Na,nan,nan
11,共和,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲法,lixian,立憲,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,5.141301942891945,79.52014587686325,7.2242308613691595,73.89760614790913,0.013125171942325159,13,15,10,12,39,35.0,0.0,0.007751937984496124,0.0,92.0,35.0,0.0028892657496388417,-3.367468527929677,11135.0,VH,nan,nan
12,制,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲法,lixian,立憲,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,4.9916861810203885,74.96615963557322,7.140572932322249,69.66492583865613,0.012375162117049435,14,16,11,14,44,33.0,0.0,0.007308970099667774,0.0,91.0,33.0,0.0027717117419788343,8.190672901448563,304.0,Na,nan,nan
13,日本,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲法,lixian,立憲,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,6.042610045102851,40.73375216571796,1.0648657393028802,43.53905462616236,0.03300110741971207,9,32,13,18,7,149.0,150.0,0.03300110741971207,0.015774529393206435,210.0,149.0,0.006595063124175617,8.444023579148562,287.0,Nc,nan,nan
14,國會,full,10,long_period_manual,long_period_manual_p001,long_period_manual_p001,1,1905-07-12,1913-02-22,立憲-憲法,lixian,立憲,xianfa,憲法,shared,top100,100,min,same_period_other_pairs,all_other,30,3,5,strong,log_odds_z;log_likelihood;log_ratio;chi_square;tfidf,5.80079342959319,36.41740517678613,0.6624905463970221,38.08754653782591,0.06555924695459579,11,36,16,23,2,296.0,394.0,0.06555924695459579,0.041434430539488906,333.0,296.0,0.010457885811192764,-18.384637625453102,12124.0,Nc,nan,nan
