Id,Source,Target,Type,Weight,Start,End,period_set_id,period_id,sort_order,profile,window_size,weight_type,joint_threshold,stopword_version,context_filter,joint_count,ppmi,rank_by_count,rank_by_pmi,distinct_context_count,distinct_article_count,avg_distance,pos_pair_json,label
full|w10|count|long_period_manual_p001|立憲|讀,立憲,讀,Undirected,31.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,31,2.5819751646206957,1808,6209,,,6.516129032258065,,"31.0, 2.582, "
full|w10|count|long_period_manual_p001|立憲|變更,立憲,變更,Undirected,10.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,10,0.4368942341558618,7182,10450,,,6.2,,"10.0, 0.437, "
full|w10|count|long_period_manual_p001|立憲|變法,立憲,變法,Undirected,18.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,18,2.2010595499073413,4032,6972,,,5.833333333333333,,"18.0, 2.201, "
full|w10|count|long_period_manual_p001|立憲|變通,立憲,變通,Undirected,34.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,34,0.0,1563,11104,,,6.382352941176471,,"34.0, 0.000, "
full|w10|count|long_period_manual_p001|立憲|豫,立憲,豫,Undirected,36.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,36,2.8154058574095915,1428,5764,,,3.0833333333333335,,"36.0, 2.815, "
full|w10|count|long_period_manual_p001|立憲|豫備,立憲,豫備,Undirected,32.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,32,2.9409367394934507,1715,5525,,,2.46875,,"32.0, 2.941, "
full|w10|count|long_period_manual_p001|立憲|負擔,立憲,負擔,Undirected,8.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,8,1.2304433566884352,9658,8938,,,5.75,,"8.0, 1.230, "
full|w10|count|long_period_manual_p001|立憲|負責任,立憲,負責任,Undirected,41.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,41,0.23697435489882995,1161,10767,,,5.975609756097561,,"41.0, 0.237, "
full|w10|count|long_period_manual_p001|立憲|財,立憲,財,Undirected,8.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,8,1.8560478419069373,9659,7664,,,6.625,,"8.0, 1.856, "
full|w10|count|long_period_manual_p001|立憲|財政,立憲,財政,Undirected,70.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,70,0.0,454,11596,,,5.542857142857143,,"70.0, 0.000, "
full|w10|count|long_period_manual_p001|立憲|財政爲,立憲,財政爲,Undirected,7.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,7,2.985330858851904,11958,5440,,,3.2857142857142856,,"7.0, 2.985, "
full|w10|count|long_period_manual_p001|立憲|責,立憲,責,Undirected,40.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,40,0.4003683581307478,1220,10521,,,6.075,,"40.0, 0.400, "
full|w10|count|long_period_manual_p001|立憲|責任,立憲,責任,Undirected,64.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,64,0.0,540,11365,,,6.453125,,"64.0, 0.000, "
full|w10|count|long_period_manual_p001|立憲|責任內閣,立憲,責任內閣,Undirected,29.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,29,0.7037605015806824,2011,9966,,,5.793103448275862,,"29.0, 0.704, "
full|w10|count|long_period_manual_p001|立憲|賀,立憲,賀,Undirected,7.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,7,2.985330858851904,11959,5441,,,6.571428571428571,,"7.0, 2.985, "
full|w10|count|long_period_manual_p001|立憲|資政院,立憲,資政院,Undirected,64.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,64,0.0,541,12088,,,6.390625,,"64.0, 0.000, "
full|w10|count|long_period_manual_p001|立憲|資格,立憲,資格,Undirected,114.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,114,1.1600093902648507,195,9081,,,4.192982456140351,,"114.0, 1.160, "
full|w10|count|long_period_manual_p001|立憲|贊成,立憲,贊成,Undirected,20.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,20,0.5793384991760672,3532,10193,,,5.15,,"20.0, 0.579, "
full|w10|count|long_period_manual_p001|立憲|起點,立憲,起點,Undirected,11.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,11,2.0184977227871035,6483,7339,,,4.818181818181818,,"11.0, 2.018, "
full|w10|count|long_period_manual_p001|立憲|路,立憲,路,Undirected,10.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,10,3.0593314402956806,7183,5323,,,7.8,,"10.0, 3.059, "
full|w10|count|long_period_manual_p001|立憲|路權,立憲,路權,Undirected,11.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,11,2.744322759348109,6484,5893,,,4.545454545454546,,"11.0, 2.744, "
full|w10|count|long_period_manual_p001|立憲|躍,立憲,躍,Undirected,9.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,9,2.6316939042372036,8204,6114,,,7.111111111111111,,"9.0, 2.632, "
full|w10|count|long_period_manual_p001|立憲|軍,立憲,軍,Undirected,18.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,18,2.0891666698364437,4033,7192,,,6.055555555555555,,"18.0, 2.089, "
full|w10|count|long_period_manual_p001|立憲|軍人,立憲,軍人,Undirected,7.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,7,3.985330858851904,11960,4032,,,4.142857142857143,,"7.0, 3.985, "
full|w10|count|long_period_manual_p001|立憲|軍機,立憲,軍機,Undirected,50.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,50,0.7192939648565866,813,9936,,,5.76,,"50.0, 0.719, "
full|w10|count|long_period_manual_p001|立憲|軍機大臣,立憲,軍機大臣,Undirected,19.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,19,0.0,3767,11692,,,6.526315789473684,,"19.0, 0.000, "
full|w10|count|long_period_manual_p001|立憲|軍機處,立憲,軍機處,Undirected,8.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,8,0.0,9660,12026,,,7.625,,"8.0, 0.000, "
full|w10|count|long_period_manual_p001|立憲|輩,立憲,輩,Undirected,8.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,8,3.985330858851904,9661,4033,,,6.375,,"8.0, 3.985, "
full|w10|count|long_period_manual_p001|立憲|輿論,立憲,輿論,Undirected,108.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,108,1.5065986842556705,214,8371,,,5.787037037037037,,"108.0, 1.507, "
full|w10|count|long_period_manual_p001|立憲|辦,立憲,辦,Undirected,57.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,57,0.0,654,11978,,,5.140350877192983,,"57.0, 0.000, "
full|w10|count|long_period_manual_p001|立憲|辦事,立憲,辦事,Undirected,21.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,21,0.0,3300,11092,,,5.571428571428571,,"21.0, 0.000, "
full|w10|count|long_period_manual_p001|立憲|辦法,立憲,辦法,Undirected,84.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,84,0.0,327,11778,,,5.892857142857143,,"84.0, 0.000, "
full|w10|count|long_period_manual_p001|立憲|辦理,立憲,辦理,Undirected,71.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,71,0.0,438,12060,,,6.76056338028169,,"71.0, 0.000, "
full|w10|count|long_period_manual_p001|立憲|辭職,立憲,辭職,Undirected,11.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,11,0.3362380207110322,6485,10616,,,7.545454545454546,,"11.0, 0.336, "
full|w10|count|long_period_manual_p001|立憲|近年,立憲,近年,Undirected,18.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,18,2.695824241656919,4034,5981,,,6.111111111111111,,"18.0, 2.696, "
full|w10|count|long_period_manual_p001|立憲|近日,立憲,近日,Undirected,46.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,46,1.7275331013842572,955,7897,,,5.869565217391305,,"46.0, 1.728, "
full|w10|count|long_period_manual_p001|立憲|迫,立憲,迫,Undirected,24.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,24,2.5258992402146068,2700,6329,,,4.416666666666667,,"24.0, 2.526, "
full|w10|count|long_period_manual_p001|立憲|逐漸,立憲,逐漸,Undirected,9.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,9,2.4003683581307476,8205,6568,,,5.444444444444445,,"9.0, 2.400, "
full|w10|count|long_period_manual_p001|立憲|途,立憲,途,Undirected,15.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,15,3.985330858851904,4940,4034,,,6.4,,"15.0, 3.985, "
full|w10|count|long_period_manual_p001|立憲|通例,立憲,通例,Undirected,16.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,16,2.257410404288705,4623,6832,,,3.0625,,"16.0, 2.257, "
full|w10|count|long_period_manual_p001|立憲|速行,立憲,速行,Undirected,7.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,7,3.985330858851904,11961,4035,,,6.0,,"7.0, 3.985, "
full|w10|count|long_period_manual_p001|立憲|造,立憲,造,Undirected,22.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,22,2.444762477489201,3097,6470,,,5.681818181818182,,"22.0, 2.445, "
full|w10|count|long_period_manual_p001|立憲|造成,立憲,造成,Undirected,14.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,14,2.7052229396591687,5264,5961,,,4.0,,"14.0, 2.705, "
full|w10|count|long_period_manual_p001|立憲|進化,立憲,進化,Undirected,17.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,17,3.985330858851904,4315,4036,,,6.647058823529412,,"17.0, 3.985, "
full|w10|count|long_period_manual_p001|立憲|進步,立憲,進步,Undirected,35.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,35,1.8572260331042183,1495,7662,,,5.742857142857143,,"35.0, 1.857, "
full|w10|count|long_period_manual_p001|立憲|進行,立憲,進行,Undirected,43.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,43,0.0,1079,11304,,,5.767441860465116,,"43.0, 0.000, "
full|w10|count|long_period_manual_p001|立憲|過渡,立憲,過渡,Undirected,12.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,12,2.1779759367943,5915,7015,,,2.5833333333333335,,"12.0, 2.178, "
full|w10|count|long_period_manual_p001|立憲|道,立憲,道,Undirected,56.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,56,1.3790578518853356,674,8634,,,5.785714285714286,,"56.0, 1.379, "
full|w10|count|long_period_manual_p001|立憲|違,立憲,違,Undirected,12.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,12,2.869853641431968,5916,5666,,,5.333333333333333,,"12.0, 2.870, "
full|w10|count|long_period_manual_p001|立憲|遠,立憲,遠,Undirected,35.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,35,2.9446888743545583,1496,5516,,,6.371428571428571,,"35.0, 2.945, "
full|w10|count|long_period_manual_p001|立憲|遲,立憲,遲,Undirected,20.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,20,2.692549109624058,3533,5987,,,6.3,,"20.0, 2.693, "
full|w10|count|long_period_manual_p001|立憲|選舉,立憲,選舉,Undirected,49.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,49,0.0,848,12037,,,5.36734693877551,,"49.0, 0.000, "
full|w10|count|long_period_manual_p001|立憲|遺詔,立憲,遺詔,Undirected,9.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,9,3.0677930190438767,8206,5304,,,6.444444444444445,,"9.0, 3.068, "
full|w10|count|long_period_manual_p001|立憲|邦,立憲,邦,Undirected,9.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,9,3.985330858851904,8207,4037,,,4.111111111111111,,"9.0, 3.985, "
full|w10|count|long_period_manual_p001|立憲|都察院,立憲,都察院,Undirected,20.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,20,0.8478273351019691,3534,9688,,,6.5,,"20.0, 0.848, "
full|w10|count|long_period_manual_p001|立憲|鄂督,立憲,鄂督,Undirected,8.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,8,1.7374033454083184,9662,7880,,,7.25,,"8.0, 1.737, "
full|w10|count|long_period_manual_p001|立憲|鄕,立憲,鄕,Undirected,10.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,10,0.0,7184,11980,,,6.5,,"10.0, 0.000, "
full|w10|count|long_period_manual_p001|立憲|重大,立憲,重大,Undirected,24.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,24,2.616097049186185,2701,6142,,,6.25,,"24.0, 2.616, "
full|w10|count|long_period_manual_p001|立憲|重要,立憲,重要,Undirected,30.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,30,0.0,1909,11328,,,5.266666666666667,,"30.0, 0.000, "
full|w10|count|long_period_manual_p001|立憲|釐定,立憲,釐定,Undirected,26.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,26,1.2345594651606673,2371,8926,,,5.615384615384615,,"26.0, 1.235, "
full|w10|count|long_period_manual_p001|立憲|鈞鑒,立憲,鈞鑒,Undirected,7.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,7,0.0,11962,12155,,,4.285714285714286,,"7.0, 0.000, "
full|w10|count|long_period_manual_p001|立憲|銳意,立憲,銳意,Undirected,10.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,10,2.847827335101969,7185,5706,,,2.4,,"10.0, 2.848, "
full|w10|count|long_period_manual_p001|立憲|鎭,立憲,鎭,Undirected,23.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,23,0.8223922877256984,2888,9754,,,6.0,,"23.0, 0.822, "
full|w10|count|long_period_manual_p001|立憲|開,立憲,開,Undirected,215.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,215,0.0,42,11533,,,5.73953488372093,,"215.0, 0.000, "
full|w10|count|long_period_manual_p001|立憲|開會,立憲,開會,Undirected,60.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,60,0.502052498260239,613,10345,,,5.833333333333333,,"60.0, 0.502, "
full|w10|count|long_period_manual_p001|立憲|開設,立憲,開設,Undirected,40.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,40,0.003478205562163263,1221,11026,,,5.3,,"40.0, 0.003, "
full|w10|count|long_period_manual_p001|立憲|開辦,立憲,開辦,Undirected,17.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,17,0.0,4316,11607,,,6.117647058823529,,"17.0, 0.000, "
full|w10|count|long_period_manual_p001|立憲|開通,立憲,開通,Undirected,23.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,23,1.5900295776343225,2889,8187,,,5.086956521739131,,"23.0, 1.590, "
full|w10|count|long_period_manual_p001|立憲|關係,立憲,關係,Undirected,96.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,96,0.0834583380100098,259,10947,,,4.572916666666667,,"96.0, 0.083, "
full|w10|count|long_period_manual_p001|立憲|關繫,立憲,關繫,Undirected,26.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,26,2.4003683581307476,2372,6569,,,4.0,,"26.0, 2.400, "
full|w10|count|long_period_manual_p001|立憲|防,立憲,防,Undirected,9.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,9,2.2972748651666444,8208,6751,,,6.888888888888889,,"9.0, 2.297, "
full|w10|count|long_period_manual_p001|立憲|阻撓,立憲,阻撓,Undirected,12.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,12,2.8154058574095915,5917,5765,,,4.583333333333333,,"12.0, 2.815, "
full|w10|count|long_period_manual_p001|立憲|阻止,立憲,阻止,Undirected,7.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,7,3.985330858851904,11963,4038,,,2.7142857142857144,,"7.0, 3.985, "
full|w10|count|long_period_manual_p001|立憲|阻礙,立憲,阻礙,Undirected,7.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,7,2.8857951853009896,11964,5642,,,5.285714285714286,,"7.0, 2.886, "
full|w10|count|long_period_manual_p001|立憲|降,立憲,降,Undirected,18.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,18,2.540546016179008,4035,6295,,,5.777777777777778,,"18.0, 2.541, "
full|w10|count|long_period_manual_p001|立憲|限制,立憲,限制,Undirected,9.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,9,1.22451852273133,8209,8950,,,6.444444444444445,,"9.0, 1.225, "
full|w10|count|long_period_manual_p001|立憲|院,立憲,院,Undirected,50.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,50,0.0,814,11741,,,6.8,,"50.0, 0.000, "
full|w10|count|long_period_manual_p001|立憲|陰,立憲,陰,Undirected,8.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,8,3.985330858851904,9663,4039,,,4.625,,"8.0, 3.985, "
full|w10|count|long_period_manual_p001|立憲|陳,立憲,陳,Undirected,61.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,61,0.8472899184293775,592,9689,,,5.245901639344262,,"61.0, 0.847, "
full|w10|count|long_period_manual_p001|立憲|階級,立憲,階級,Undirected,26.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,26,3.3282185723749125,2373,4916,,,4.3076923076923075,,"26.0, 3.328, "
full|w10|count|long_period_manual_p001|立憲|隔閡,立憲,隔閡,Undirected,7.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,7,3.985330858851904,11965,4040,,,5.285714285714286,,"7.0, 3.985, "
full|w10|count|long_period_manual_p001|立憲|際,立憲,際,Undirected,54.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,54,2.4003683581307476,712,6570,,,3.6666666666666665,,"54.0, 2.400, "
full|w10|count|long_period_manual_p001|立憲|集,立憲,集,Undirected,10.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,10,1.4246159043774251,7186,8544,,,7.1,,"10.0, 1.425, "
full|w10|count|long_period_manual_p001|立憲|集權,立憲,集權,Undirected,9.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,9,1.762938437515456,8210,7833,,,5.777777777777778,,"9.0, 1.763, "
full|w10|count|long_period_manual_p001|立憲|面目,立憲,面目,Undirected,21.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,21,3.519667286503092,3301,4651,,,4.9523809523809526,,"21.0, 3.520, "
full|w10|count|long_period_manual_p001|立憲|革,立憲,革,Undirected,17.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,17,2.985330858851904,4317,5442,,,6.411764705882353,,"17.0, 2.985, "
full|w10|count|long_period_manual_p001|立憲|革命,立憲,革命,Undirected,85.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,85,2.5429727535735482,323,6291,,,5.776470588235294,,"85.0, 2.543, "
full|w10|count|long_period_manual_p001|立憲|鞏固,立憲,鞏固,Undirected,26.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,26,2.641376457634543,2374,6099,,,4.769230769230769,,"26.0, 2.641, "
full|w10|count|long_period_manual_p001|立憲|頌詞,立憲,頌詞,Undirected,8.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,8,3.985330858851904,9664,4041,,,5.5,,"8.0, 3.985, "
full|w10|count|long_period_manual_p001|立憲|預備,立憲,預備,Undirected,1568.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,1568,1.768931427610091,1,7821,,,2.2276785714285716,,"1568.0, 1.769, "
full|w10|count|long_period_manual_p001|立憲|預算,立憲,預算,Undirected,19.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,19,0.0,3768,11893,,,6.526315789473684,,"19.0, 0.000, "
full|w10|count|long_period_manual_p001|立憲|頒布,立憲,頒布,Undirected,90.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,90,0.0,291,11455,,,4.233333333333333,,"90.0, 0.000, "
full|w10|count|long_period_manual_p001|立憲|頒發,立憲,頒發,Undirected,16.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,16,2.1026878094900625,4624,7173,,,4.1875,,"16.0, 2.103, "
full|w10|count|long_period_manual_p001|立憲|頒行,立憲,頒行,Undirected,23.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,23,0.37960979796395034,2890,10553,,,3.1739130434782608,,"23.0, 0.380, "
full|w10|count|long_period_manual_p001|立憲|風,立憲,風,Undirected,12.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,12,3.985330858851904,5918,4042,,,5.833333333333333,,"12.0, 3.985, "
full|w10|count|long_period_manual_p001|立憲|風氣,立憲,風氣,Undirected,9.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,9,0.6160970491861848,8211,10130,,,7.222222222222222,,"9.0, 0.616, "
full|w10|count|long_period_manual_p001|立憲|風潮,立憲,風潮,Undirected,15.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,15,2.9380251440735474,4941,5536,,,6.533333333333333,,"15.0, 2.938, "
full|w10|count|long_period_manual_p001|立憲|養成,立憲,養成,Undirected,31.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,31,1.6357464210616761,1809,8102,,,3.5806451612903225,,"31.0, 1.636, "
full|w10|count|long_period_manual_p001|立憲|館,立憲,館,Undirected,13.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,13,0.0,5555,12162,,,7.3076923076923075,,"13.0, 0.000, "
full|w10|count|long_period_manual_p001|立憲|首重,立憲,首重,Undirected,7.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,7,3.985330858851904,11966,4043,,,2.2857142857142856,,"7.0, 3.985, "
full|w10|count|long_period_manual_p001|立憲|駐,立憲,駐,Undirected,8.0,1905-07-12,1913-02-22,long_period_manual,long_period_manual_p001,1,full,10,count,7,5always,filtered_pre_zhixian_context,8,0.0,9665,11447,,,8.0,,"8.0, 0.000, "
